Gabon,GAB,0.14,0.31,4.00,60.33,36.96,70.11,0.34,0.33,4.00,63.59,42.93,75.54,0.07,0.31,4.00,57.61,31.52,68.48,-0.08,0.26,4.00,52.43,36.22,63.24,-0.06,0.22,4.00,53.51,38.92,61.62,-0.43,0.22,5.00,38.31,20.90,52.74,-0.06,0.18,5.00,51.96,43.14,58.33,-0.30,0.23,6.00,44.61,25.00,54.41,-0.38,0.24,6.00,39.32,21.84,52.91,-0.56,0.23,6.00,30.58,17.96,50.49,-0.48,0.23,6.00,34.45,22.01,50.72,-0.44,0.23,6.00,36.36,22.49,52.15,-0.46,0.23,6.00,34.60,22.27,51.66,-0.53,0.24,7.00,32.23,20.38,47.39,-0.61,0.24,7.00,29.38,16.11,45.02,-0.69,0.26,6.00,27.40,10.58,44.71,-0.73,0.24,7.00,27.14,11.90,41.90,-0.72,0.26,7.00,26.19,10.48,42.86,-0.71,0.26,6.00,26.67,10.48,40.00,-0.89,0.22,7.00,15.71,8.57,31.90,-0.96,0.21,8.00,14.29,8.10,29.52,-0.88,0.24,6.00,17.14,9.52,34.29,-0.82,0.25,5.00,21.90,9.52,36.67,-0.70,0.23,6.00,25.47,13.68,40.57
United Kingdom,GBR,2.02,0.28,6.00,99.46,95.11,100.00,1.97,0.27,6.00,99.46,94.02,100.00,1.81,0.23,6.00,98.37,90.22,100.00,1.71,0.23,6.00,96.22,88.65,100.00,1.65,0.20,6.00,95.14,88.11,100.00,1.73,0.21,6.00,96.52,88.56,100.00,1.61,0.17,6.00,96.57,89.22,100.00,1.84,0.21,7.00,99.51,92.65,100.00,1.87,0.22,7.00,99.03,92.23,100.00,1.79,0.23,7.00,97.57,91.75,100.00,1.58,0.22,7.00,94.74,85.65,100.00,1.73,0.24,7.00,97.61,86.60,100.00,1.65,0.22,8.00,95.26,86.73,100.00,1.64,0.23,8.00,94.79,87.20,100.00,1.76,0.22,8.00,96.21,90.05,100.00,1.82,0.23,8.00,97.12,90.38,99.52,1.83,0.22,8.00,98.57,91.90,99.52,1.75,0.23,8.00,95.24,90.00,99.05,1.70,0.22,8.00,94.29,89.05,98.57,1.77,0.22,8.00,95.71,90.00,99.52,1.61,0.22,8.00,93.81,86.67,99.05,1.47,0.23,7.00,92.38,83.33,99.05,1.45,0.23,7.00,90.95,82.86,98.57,1.57,0.23,7.00,93.40,84.91,99.53
Georgia,GEO,-1.01,0.34,3.00,15.76,4.89,30.43,-0.70,0.33,3.00,23.91,11.41,46.74,-0.52,0.31,4.00,29.89,15.22,53.80,-0.74,0.26,5.00,24.32,12.97,41.62,-0.62,0.21,5.00,28.65,18.92,48.11,-0.44,0.21,7.00,37.31,20.90,51.24,-0.60,0.17,8.00,28.92,20.59,43.63,-0.13,0.19,9.00,50.98,37.25,55.88,0.30,0.18,10.00,60.68,52.43,67.96,0.48,0.17,10.00,65.53,57.77,73.79,0.51,0.16,10.00,67.46,58.85,73.68,0.59,0.16,10.00,69.38,62.20,75.60,0.65,0.16,10.00,73.46,63.03,77.25,0.66,0.16,12.00,72.04,64.45,77.25,0.73,0.16,12.00,72.99,66.35,79.62,0.76,0.19,11.00,75.48,66.35,81.73,0.75,0.19,11.00,74.76,66.19,80.48,0.86,0.20,9.00,78.57,68.57,84.76,0.95,0.21,8.00,80.00,71.90,88.10,1.03,0.21,8.00,81.43,74.29,90.00,1.03,0.21,7.00,81.43,73.81,90.00,1.00,0.23,6.00,81.43,72.38,90.48,1.05,0.24,6.00,82.86,71.90,90.48,1.03,0.24,6.00,81.60,72.17,91.04
Ghana,GHA,-0.34,0.31,4.00,38.04,21.20,61.96,-0.22,0.33,4.00,42.93,22.28,62.50,0.00,0.31,4.00,54.35,29.89,65.76,-0.51,0.23,5.00,36.22,18.92,50.27,-0.28,0.19,6.00,48.11,30.81,56.22,-0.38,0.17,8.00,40.80,25.37,51.24,-0.18,0.15,9.00,50.00,39.22,54.41,-0.11,0.16,9.00,51.47,40.69,55.39,-0.11,0.16,9.00,51.46,39.32,57.77,-0.11,0.16,10.00,51.94,41.75,56.80,0.04,0.15,10.00,54.07,45.45,62.20,0.05,0.15,10.00,54.07,46.89,60.77,0.08,0.15,11.00,54.98,48.34,61.61,0.10,0.17,11.00,54.98,46.45,63.51,0.06,0.17,11.00,54.03,45.02,63.03,-0.05,0.17,11.00,50.00,41.35,61.54,-0.11,0.16,11.00,48.57,39.52,59.05,-0.30,0.16,11.00,42.38,30.00,51.43,-0.19,0.16,11.00,44.76,33.33,57.62,-0.14,0.16,11.00,46.67,36.19,60.00,-0.19,0.16,11.00,45.71,34.76,58.57,-0.13,0.17,10.00,46.19,37.14,57.14,-0.22,0.16,10.00,45.71,34.76,53.33,-0.18,0.17,10.00,44.81,34.43,54.72
Guinea,GIN,-0.84,0.35,3.00,22.28,7.61,44.02,-0.81,0.38,3.00,21.74,8.70,43.48,-0.82,0.36,3.00,20.11,7.61,40.76,-1.11,0.26,4.00,13.51,4.86,25.41,-0.97,0.21,4.00,18.92,8.11,27.03,-1.01,0.19,6.00,16.42,7.46,23.38,-1.04,0.16,7.00,16.18,9.80,23.04,-1.14,0.17,8.00,12.75,6.86,20.10,-1.19,0.16,8.00,10.68,4.85,18.45,-1.17,0.16,8.00,11.65,5.34,18.93,-1.12,0.16,8.00,12.92,6.22,22.01,-1.06,0.16,8.00,15.31,7.18,22.49,-1.00,0.16,8.00,17.54,8.53,25.12,-1.02,0.18,10.00,16.59,9.00,25.12,-1.02,0.18,10.00,16.11,8.06,25.12,-1.07,0.18,10.00,13.94,7.21,25.48,-0.90,0.17,10.00,19.05,10.00,29.05,-0.89,0.17,9.00,18.57,10.48,28.57,-0.87,0.17,10.00,17.62,10.48,29.52,-0.81,0.17,10.00,20.00,11.43,31.90,-0.81,0.17,10.00,19.52,10.95,31.90,-0.88,0.18,9.00,17.62,10.48,30.95,-0.98,0.16,9.00,13.81,9.05,26.19,-1.05,0.17,9.00,15.57,7.08,21.70
"Gambia, The",GMB,-0.84,0.35,3.00,21.74,7.61,44.02,-0.69,0.38,3.00,24.46,9.78,50.00,-0.43,0.36,3.00,32.07,15.22,58.15,-0.53,0.29,3.00,35.14,16.22,53.51,-0.47,0.23,4.00,36.76,20.54,52.97,-0.52,0.20,6.00,31.84,19.90,47.76,-0.61,0.16,7.00,28.43,20.59,43.14,-0.48,0.17,8.00,34.31,22.55,49.51,-0.49,0.17,8.00,33.98,22.33,50.00,-0.49,0.17,8.00,35.44,22.33,48.54,-0.41,0.17,8.00,36.36,25.84,49.76,-0.48,0.17,8.00,34.45,23.44,46.89,-0.35,0.18,8.00,39.81,28.44,52.13,-0.26,0.20,8.00,44.55,30.33,54.03,-0.38,0.20,8.00,37.91,25.59,51.66,-0.50,0.20,8.00,33.17,24.52,48.08,-0.58,0.19,8.00,30.48,20.00,43.81,-0.58,0.19,8.00,29.52,18.57,42.86,-0.51,0.19,8.00,32.86,20.00,43.33,-0.67,0.17,9.00,26.67,13.81,36.67,-0.72,0.17,9.00,25.71,12.86,35.24,-0.76,0.18,8.00,25.24,11.90,36.19,-0.89,0.16,9.00,18.57,10.95,30.48,-0.71,0.17,9.00,24.06,15.57,36.32
Guinea-Bissau,GNB,-0.83,0.37,2.00,22.83,5.98,46.20,-1.22,0.38,3.00,12.50,3.26,27.17,-1.05,0.36,3.00,15.22,5.98,30.43,-0.88,0.29,3.00,20.00,6.49,39.46,-0.85,0.24,3.00,20.54,9.73,37.84,-1.19,0.21,5.00,11.94,5.47,19.90,-1.12,0.16,6.00,13.24,6.86,21.08,-0.98,0.18,6.00,17.65,8.33,25.00,-1.14,0.18,6.00,13.11,6.31,20.87,-1.20,0.18,6.00,9.71,3.88,18.93,-1.20,0.19,6.00,10.05,5.26,20.57,-1.12,0.18,6.00,12.44,5.74,22.49,-1.12,0.19,6.00,11.85,5.69,23.22,-1.23,0.23,6.00,9.95,3.32,21.80,-1.29,0.23,6.00,9.00,2.37,21.33,-1.21,0.22,6.00,9.62,4.33,21.63,-1.23,0.20,6.00,9.05,4.29,19.05,-1.25,0.20,6.00,9.05,4.29,17.14,-1.22,0.21,6.00,10.00,4.76,16.67,-1.24,0.18,7.00,9.05,4.76,13.81,-1.27,0.18,7.00,9.05,4.76,13.33,-1.29,0.19,7.00,9.52,4.29,14.76,-1.28,0.18,7.00,8.57,4.76,14.29,-1.32,0.20,7.00,8.02,3.77,15.57
Equatorial Guinea,GNQ,-1.44,0.34,2.00,6.52,1.63,21.20,-1.63,0.34,3.00,5.43,0.00,14.67,-1.65,0.31,3.00,5.43,0.54,14.67,-1.49,0.29,3.00,5.95,1.08,16.22,-1.43,0.24,3.00,6.49,1.62,16.22,-1.56,0.24,4.00,5.47,1.49,12.44,-1.47,0.19,4.00,6.37,1.96,11.76,-1.50,0.25,4.00,4.90,2.45,14.71,-1.45,0.28,3.00,5.34,2.43,16.99,-1.45,0.29,3.00,4.85,2.43,16.99,-1.47,0.29,3.00,5.74,2.39,16.75,-1.55,0.27,4.00,4.31,2.39,12.92,-1.49,0.27,4.00,5.69,1.90,14.69,-1.60,0.27,4.00,3.32,1.42,11.37,-1.54,0.27,4.00,4.27,1.42,14.22,-1.47,0.30,3.00,4.81,1.92,16.35,-1.49,0.30,3.00,5.24,1.90,13.81,-1.56,0.32,3.00,4.76,1.90,12.38,-1.58,0.31,3.00,4.76,1.43,11.90,-1.66,0.26,4.00,3.81,1.90,9.05,-1.69,0.25,4.00,4.29,1.90,8.57,-1.71,0.27,4.00,4.29,1.43,9.52,-1.73,0.27,4.00,3.81,0.95,8.10,-1.49,0.27,4.00,5.19,2.36,15.57
Greece,GRC,0.54,0.28,6.00,67.39,58.15,78.26,0.58,0.27,6.00,69.57,56.52,83.70,0.74,0.23,6.00,73.91,64.67,84.78,0.95,0.23,6.00,78.92,68.11,87.57,0.99,0.20,6.00,77.84,68.11,88.11,0.84,0.21,6.00,76.62,65.67,83.58,0.96,0.17,6.00,77.94,70.10,84.80,0.86,0.21,7.00,75.98,65.20,85.29,0.89,0.22,7.00,77.18,66.99,86.41,0.88,0.23,7.00,75.73,66.02,86.89,0.83,0.22,7.00,74.64,64.59,85.17,0.64,0.24,7.00,71.29,59.81,81.34,0.49,0.23,7.00,66.35,55.92,76.30,0.52,0.23,8.00,68.25,55.92,76.78,0.63,0.22,8.00,71.09,61.14,79.62,0.33,0.23,8.00,63.94,49.52,72.60,0.39,0.22,8.00,65.71,52.86,74.29,0.14,0.23,8.00,60.00,43.81,68.10,0.22,0.22,8.00,62.38,47.14,71.43,0.40,0.22,8.00,66.19,57.14,75.24,0.52,0.22,8.00,70.00,60.95,75.71,0.54,0.23,7.00,71.43,57.14,77.62,0.43,0.23,7.00,66.19,53.33,74.29,0.46,0.23,7.00,67.45,54.25,75.94
Grenada,GRD,0.55,0.39,1.00,68.48,51.63,83.70,0.54,0.44,1.00,67.93,43.48,89.13,0.52,0.42,1.00,66.85,44.02,85.87,0.46,0.37,1.00,65.41,49.19,80.54,0.44,0.28,1.00,65.41,55.14,73.51,0.29,0.30,2.00,62.69,47.26,74.13,0.36,0.20,3.00,60.78,53.92,70.10,0.53,0.27,3.00,65.69,54.90,77.94,0.42,0.29,3.00,65.05,51.94,76.70,0.22,0.25,3.00,58.25,49.51,67.48,0.24,0.26,3.00,58.85,46.89,71.77,0.27,0.25,3.00,60.77,48.33,73.68,0.23,0.26,3.00,57.82,46.45,72.99,0.25,0.29,3.00,59.72,45.02,73.46,0.25,0.30,3.00,60.66,45.02,72.99,0.18,0.34,2.00,59.13,37.98,73.56,0.09,0.26,4.00,55.71,41.90,67.14,0.06,0.26,4.00,55.71,39.52,68.10,-0.05,0.26,4.00,51.43,33.33,66.19,-0.28,0.27,4.00,41.90,25.24,61.90,-0.29,0.27,4.00,42.86,23.81,60.95,-0.12,0.30,4.00,47.14,30.48,63.33,0.31,0.31,3.00,62.38,45.71,74.29,0.39,0.31,3.00,64.15,47.64,77.36
Greenland,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.35,0.48,1.00,88.04,68.42,100.00,1.36,0.49,1.00,88.04,67.94,100.00,1.33,0.49,1.00,88.15,67.30,100.00,1.37,0.43,1.00,90.05,72.04,100.00,1.39,0.41,1.00,90.05,72.04,100.00,1.37,0.45,1.00,89.90,71.15,99.52,1.34,0.45,1.00,90.00,70.95,99.05,1.32,0.48,1.00,88.10,68.57,99.05,1.31,0.48,1.00,88.57,70.48,99.05,1.36,0.49,1.00,89.52,70.48,99.52,1.35,0.48,1.00,89.52,71.90,99.52,1.38,0.49,1.00,90.48,71.90,99.52,1.36,0.53,1.00,88.10,68.10,99.52,1.20,0.50,1.00,85.85,63.68,99.53
Guatemala,GTM,-0.31,0.29,5.00,39.67,22.83,61.41,-0.15,0.33,4.00,47.28,23.91,64.67,-0.29,0.26,5.00,39.67,22.28,58.15,-0.17,0.22,6.00,47.57,34.59,60.54,-0.35,0.19,6.00,43.24,25.41,55.14,-0.23,0.20,7.00,47.26,29.85,56.72,-0.50,0.17,7.00,34.80,23.53,48.53,-0.32,0.20,8.00,43.63,26.47,54.41,-0.31,0.21,8.00,44.17,25.24,53.40,-0.25,0.20,8.00,47.57,30.10,54.37,-0.22,0.19,8.00,45.93,32.54,55.02,-0.17,0.19,8.00,47.37,33.49,54.55,-0.21,0.18,9.00,45.97,33.18,55.45,-0.26,0.20,9.00,43.13,29.86,54.03,-0.29,0.20,9.00,43.13,29.38,53.55,-0.28,0.21,9.00,42.79,29.33,53.37,-0.33,0.20,9.00,42.86,27.14,51.43,-0.30,0.21,9.00,41.90,27.62,54.29,-0.37,0.20,9.00,38.57,26.67,51.90,-0.29,0.20,9.00,40.95,29.05,57.14,-0.34,0.20,9.00,40.48,28.10,52.86,-0.27,0.21,8.00,41.90,30.48,55.71,-0.33,0.22,7.00,40.48,26.19,52.86,-0.29,0.23,7.00,41.51,26.42,54.25
French Guiana,GUF,1.03,0.39,1.00,80.98,64.67,96.20,1.01,0.44,1.00,82.07,61.41,96.74,0.99,0.42,1.00,81.52,63.59,94.02,0.94,0.37,1.00,78.38,63.24,92.97,0.93,0.28,1.00,76.76,65.95,88.65,0.52,0.32,1.00,66.67,53.73,79.10,0.86,0.21,1.00,75.00,64.71,83.82,0.86,0.31,1.00,75.49,61.27,91.18,0.88,0.37,1.00,76.70,59.71,91.26,0.89,0.38,1.00,78.16,58.74,92.72,1.19,0.33,2.00,85.17,71.77,97.13,1.23,0.35,2.00,85.17,72.73,98.09,1.21,0.36,2.00,85.78,71.09,96.68,1.27,0.34,2.00,87.20,73.46,98.10,1.28,0.33,2.00,87.20,72.99,98.10,1.45,0.35,2.00,90.87,76.92,99.04,1.44,0.34,2.00,91.90,77.14,99.05,1.42,0.36,2.00,90.95,75.71,98.57,1.27,0.35,2.00,87.62,74.76,96.67,1.30,0.37,2.00,87.62,74.29,98.10,1.31,0.36,2.00,88.10,73.81,99.05,1.18,0.38,2.00,83.81,71.90,97.62,1.17,0.38,2.00,84.29,70.95,97.14,1.09,0.36,2.00,83.49,67.92,95.75
Guam,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.71,0.32,1.00,72.14,60.20,86.57,0.62,0.21,1.00,68.14,59.80,77.94,0.61,0.31,1.00,68.63,55.39,83.33,0.63,0.37,1.00,69.90,53.40,86.41,0.64,0.38,1.00,68.93,53.40,86.89,0.65,0.41,1.00,71.77,52.15,87.56,0.64,0.46,1.00,72.73,50.72,89.95,0.63,0.46,1.00,72.51,50.24,91.00,0.60,0.50,1.00,71.09,45.02,91.00,0.60,0.50,1.00,69.67,45.02,90.05,0.18,0.51,1.00,58.65,28.37,80.77,0.15,0.46,1.00,59.05,30.00,78.57,0.12,0.49,1.00,59.05,26.67,79.52,0.09,0.47,1.00,58.57,27.62,78.57,0.07,0.49,1.00,58.10,24.76,78.10,0.06,0.49,1.00,58.57,24.29,75.71,0.53,0.52,1.00,70.48,39.52,90.00,0.53,0.49,1.00,70.48,43.33,86.67,0.55,0.47,1.00,70.75,43.40,88.21
Guyana,GUY,-0.17,0.35,3.00,48.91,23.37,64.67,-0.06,0.38,3.00,51.63,24.46,68.48,-0.13,0.36,3.00,48.91,22.28,65.22,-0.35,0.29,3.00,41.08,21.08,57.84,-0.34,0.24,3.00,43.78,22.70,56.76,-0.39,0.25,4.00,39.80,20.90,54.23,-0.50,0.18,6.00,35.29,23.04,49.02,-0.61,0.21,7.00,28.92,17.65,46.57,-0.62,0.22,7.00,26.70,17.48,47.09,-0.59,0.20,7.00,30.10,18.45,47.09,-0.62,0.20,7.00,29.19,18.18,44.02,-0.61,0.20,7.00,30.62,18.66,42.58,-0.68,0.21,7.00,27.96,16.11,39.81,-0.63,0.22,7.00,29.38,18.01,42.65,-0.61,0.22,7.00,29.86,17.54,44.55,-0.53,0.23,7.00,32.69,19.23,48.56,-0.53,0.20,8.00,33.81,20.48,45.71,-0.43,0.21,7.00,37.14,23.33,50.95,-0.40,0.21,7.00,36.19,24.76,50.00,-0.54,0.21,7.00,30.95,16.19,45.71,-0.61,0.21,7.00,29.52,14.29,42.86,-0.54,0.23,7.00,32.38,14.76,45.24,-0.52,0.24,6.00,33.81,17.62,46.19,-0.53,0.24,6.00,32.55,17.92,47.64
"Hong Kong SAR, China",HKG,1.68,0.28,6.00,96.74,85.33,99.46,1.84,0.27,6.00,97.83,91.30,100.00,1.76,0.23,6.00,96.20,89.67,100.00,1.68,0.23,6.00,95.68,87.57,100.00,1.89,0.20,6.00,100.00,92.43,100.00,1.95,0.21,6.00,100.00,93.53,100.00,1.79,0.17,6.00,100.00,91.67,100.00,1.94,0.21,7.00,100.00,94.12,100.00,1.99,0.22,7.00,100.00,94.66,100.00,1.95,0.23,7.00,100.00,93.69,100.00,1.82,0.22,7.00,98.56,92.34,100.00,1.87,0.24,7.00,100.00,92.34,100.00,1.78,0.22,8.00,96.21,91.00,100.00,1.94,0.23,8.00,99.53,94.31,100.00,1.92,0.22,8.00,99.53,92.42,100.00,2.05,0.23,8.00,99.52,93.27,100.00,2.18,0.22,8.00,99.52,97.62,100.00,2.14,0.23,7.00,99.52,95.24,100.00,2.16,0.22,8.00,100.00,95.71,100.00,2.22,0.22,8.00,100.00,97.62,100.00,1.98,0.22,8.00,99.52,93.81,100.00,1.78,0.25,6.00,97.14,90.00,99.52,1.57,0.24,6.00,93.81,84.29,99.52,1.59,0.25,6.00,93.87,84.91,99.53
Honduras,HND,-0.69,0.29,5.00,24.46,11.41,46.20,-0.40,0.33,4.00,33.70,16.85,57.07,-0.57,0.26,5.00,27.72,15.22,48.37,-0.54,0.22,6.00,34.05,18.92,46.49,-0.59,0.19,6.00,30.81,18.92,47.57,-0.43,0.20,7.00,38.81,21.39,50.25,-0.63,0.16,8.00,27.45,20.59,43.14,-0.46,0.19,8.00,37.25,22.06,50.49,-0.28,0.19,8.00,47.09,27.18,53.88,-0.32,0.18,8.00,45.15,29.13,53.40,-0.31,0.17,9.00,42.58,29.67,52.15,-0.25,0.17,9.00,44.98,33.01,53.59,-0.15,0.17,9.00,49.29,35.55,55.92,-0.21,0.19,9.00,46.45,32.70,55.45,-0.20,0.19,9.00,45.50,33.65,54.98,-0.41,0.19,10.00,37.50,26.44,49.52,-0.42,0.18,10.00,39.05,27.14,48.10,-0.53,0.19,10.00,31.43,20.48,44.76,-0.45,0.18,10.00,33.81,24.29,47.14,-0.45,0.18,10.00,35.24,23.33,46.19,-0.50,0.19,9.00,33.33,19.52,45.24,-0.49,0.20,8.00,33.81,20.00,45.24,-0.53,0.19,9.00,33.33,19.52,45.24,-0.49,0.20,9.00,33.49,20.75,45.28
Croatia,HRV,-0.17,0.31,4.00,49.46,24.46,64.13,-0.15,0.29,5.00,47.83,26.09,63.59,-0.12,0.27,6.00,50.54,27.17,64.13,0.29,0.21,8.00,62.16,53.51,68.65,0.47,0.18,8.00,65.95,58.92,71.89,0.53,0.18,9.00,67.16,61.69,76.12,0.48,0.16,9.00,64.71,58.33,71.08,0.37,0.18,10.00,62.25,54.41,70.10,0.41,0.19,10.00,64.56,57.28,71.36,0.41,0.20,9.00,64.08,54.85,73.30,0.47,0.19,9.00,65.07,56.94,73.68,0.49,0.19,9.00,66.51,56.46,75.12,0.44,0.18,10.00,64.93,55.92,75.36,0.35,0.18,11.00,63.03,54.03,71.56,0.37,0.18,11.00,63.98,54.03,72.04,0.28,0.19,11.00,62.50,50.48,70.19,0.24,0.19,11.00,61.90,50.95,68.10,0.24,0.19,10.00,63.33,50.95,68.57,0.30,0.20,9.00,64.76,52.38,71.90,0.49,0.20,9.00,69.05,61.43,75.71,0.55,0.20,9.00,71.90,60.95,75.71,0.36,0.21,8.00,63.33,52.86,73.33,0.49,0.21,8.00,68.10,57.62,75.71,0.50,0.22,7.00,68.40,56.60,76.89
Haiti,HTI,-0.91,0.35,3.00,19.02,5.98,37.50,-0.95,0.38,3.00,16.85,5.98,35.87,-0.94,0.36,3.00,15.76,6.52,34.78,-1.09,0.24,5.00,14.05,5.41,25.95,-1.13,0.20,5.00,14.05,4.32,21.08,-1.48,0.22,5.00,6.47,2.49,12.94,-1.22,0.17,6.00,10.78,5.39,19.61,-0.86,0.20,7.00,20.59,11.27,30.88,-0.84,0.20,7.00,20.39,11.65,31.55,-0.78,0.19,7.00,22.33,16.02,35.92,-0.94,0.18,8.00,19.62,8.13,27.27,-1.03,0.17,8.00,17.22,7.18,25.36,-1.06,0.17,9.00,13.74,7.58,23.70,-0.95,0.19,9.00,19.91,9.00,28.91,-0.94,0.19,9.00,19.43,9.48,28.91,-1.08,0.20,9.00,12.98,5.77,25.48,-1.21,0.19,9.00,10.00,4.29,20.00,-1.26,0.20,8.00,8.10,4.29,17.14,-1.35,0.19,9.00,7.62,3.33,12.38,-1.30,0.20,9.00,8.57,4.76,13.81,-1.32,0.20,9.00,8.10,4.76,12.86,-1.26,0.22,7.00,10.48,4.29,16.19,-1.34,0.20,8.00,7.62,3.81,12.86,-1.31,0.20,8.00,8.49,3.77,16.04
Hungary,HUN,0.85,0.27,7.00,75.54,64.67,88.04,0.96,0.25,7.00,78.80,67.93,90.76,1.04,0.22,8.00,82.07,70.11,89.67,1.26,0.20,9.00,86.49,76.22,94.05,1.12,0.17,9.00,81.08,72.43,88.65,1.17,0.18,9.00,83.58,77.61,90.55,1.05,0.16,9.00,78.92,71.08,88.24,1.20,0.18,10.00,85.29,75.98,92.65,1.21,0.19,10.00,85.92,77.18,92.72,1.17,0.19,10.00,85.44,75.24,91.75,1.08,0.18,10.00,81.34,73.68,89.00,1.01,0.18,10.00,80.38,74.64,86.12,1.03,0.17,10.00,80.09,75.36,87.20,0.98,0.18,11.00,78.67,72.99,87.20,0.90,0.18,11.00,77.73,68.25,86.26,0.75,0.19,11.00,75.00,66.35,80.77,0.75,0.19,11.00,74.29,66.67,80.48,0.59,0.19,10.00,70.00,64.76,79.05,0.64,0.20,9.00,72.38,64.76,80.00,0.56,0.20,9.00,70.95,62.38,79.05,0.59,0.20,9.00,72.38,61.43,76.19,0.47,0.21,8.00,66.67,57.14,74.76,0.49,0.21,8.00,67.62,57.62,74.76,0.41,0.21,8.00,64.62,53.30,74.53
Indonesia,IDN,-0.05,0.28,6.00,52.72,28.80,64.67,-0.35,0.27,6.00,35.87,21.74,54.89,-0.26,0.23,6.00,40.22,25.54,58.15,-0.74,0.21,7.00,23.78,14.05,40.00,-0.87,0.18,7.00,19.46,12.97,32.43,-0.74,0.19,8.00,22.39,15.42,38.81,-0.65,0.16,9.00,25.49,20.59,42.16,-0.40,0.19,10.00,39.22,23.04,51.96,-0.39,0.19,10.00,38.83,23.79,51.94,-0.35,0.19,9.00,44.17,27.67,53.40,-0.31,0.19,9.00,42.11,29.19,52.15,-0.38,0.19,9.00,39.23,26.32,51.67,-0.31,0.18,10.00,41.71,29.38,52.13,-0.22,0.19,10.00,45.50,31.75,54.50,-0.12,0.19,10.00,47.39,36.02,58.29,-0.01,0.20,10.00,51.92,40.87,63.46,-0.16,0.19,10.00,48.10,34.76,59.05,-0.03,0.20,10.00,51.90,40.00,64.76,0.03,0.19,10.00,55.71,40.00,65.71,-0.02,0.19,10.00,52.38,39.05,62.86,0.03,0.19,10.00,56.67,42.86,63.81,0.22,0.20,9.00,58.10,47.14,71.90,0.29,0.19,9.00,60.95,50.95,71.90,0.21,0.20,9.00,59.43,47.64,68.87
India,IND,-0.55,0.28,6.00,26.09,15.76,51.63,-0.44,0.27,6.00,31.52,18.48,52.17,-0.16,0.23,6.00,45.65,28.26,61.41,-0.38,0.21,7.00,40.54,25.41,54.05,-0.38,0.18,7.00,42.16,25.41,52.97,-0.38,0.19,8.00,41.29,24.38,52.74,-0.29,0.16,9.00,45.10,30.88,52.94,-0.28,0.18,10.00,45.59,29.41,54.41,-0.31,0.18,10.00,43.20,26.70,52.43,-0.41,0.17,10.00,38.83,25.24,51.46,-0.35,0.17,10.00,39.71,28.71,51.67,-0.41,0.17,10.00,36.84,26.32,48.33,-0.36,0.16,11.00,38.86,28.91,51.18,-0.48,0.18,11.00,33.65,24.64,46.45,-0.48,0.17,11.00,34.60,24.17,45.97,-0.48,0.20,10.00,33.65,25.48,48.56,-0.42,0.19,10.00,37.14,26.19,48.10,-0.31,0.20,10.00,41.43,28.10,53.81,-0.26,0.19,10.00,42.86,29.52,56.19,-0.23,0.19,10.00,44.76,30.95,58.57,-0.15,0.19,10.00,47.14,33.81,60.95,-0.13,0.20,9.00,46.67,36.19,57.62,-0.09,0.19,9.00,49.05,36.67,60.00,-0.05,0.20,9.00,50.94,39.15,60.85
Ireland,IRL,1.51,0.28,6.00,92.93,81.52,98.91,1.64,0.27,6.00,95.65,86.41,99.46,1.78,0.23,6.00,96.74,89.67,100.00,1.72,0.23,6.00,97.30,88.65,100.00,1.58,0.20,6.00,93.51,86.49,100.00,1.57,0.21,6.00,93.03,85.57,99.50,1.49,0.17,6.00,91.67,83.82,99.51,1.84,0.21,7.00,99.02,92.16,100.00,1.85,0.22,7.00,98.54,91.26,100.00,1.91,0.23,7.00,99.51,93.20,100.00,1.70,0.22,7.00,96.17,87.56,100.00,1.62,0.24,7.00,94.26,84.69,100.00,1.59,0.23,7.00,93.36,85.78,100.00,1.56,0.24,7.00,94.31,85.31,100.00,1.57,0.24,7.00,93.84,85.78,100.00,1.76,0.25,7.00,95.19,89.42,99.52,1.81,0.24,7.00,97.62,91.43,99.52,1.73,0.25,7.00,94.76,87.62,99.05,1.57,0.24,7.00,91.90,83.33,98.10,1.62,0.24,7.00,93.33,85.71,99.05,1.59,0.24,7.00,93.33,83.81,99.52,1.47,0.26,6.00,91.90,81.90,99.52,1.55,0.23,7.00,93.33,84.29,99.52,1.64,0.23,7.00,95.28,86.79,99.53
