Gabon,GAB,0.13,0.37,4.00,52.13,28.72,71.28,0.33,0.35,4.00,58.51,35.11,76.60,0.64,0.34,4.00,70.37,48.68,88.36,0.41,0.32,4.00,61.38,42.86,79.89,0.30,0.30,4.00,55.28,37.69,71.86,0.41,0.29,5.00,60.68,42.23,76.70,0.33,0.29,5.00,55.83,41.26,70.39,0.22,0.26,6.00,53.14,40.10,65.22,0.30,0.25,6.00,54.11,39.61,70.53,0.26,0.25,6.00,53.37,38.94,69.23,0.14,0.25,6.00,49.29,36.02,63.98,0.30,0.25,6.00,54.50,41.71,70.14,0.38,0.25,6.00,60.19,46.45,70.62,0.29,0.23,7.00,56.87,41.71,68.25,0.33,0.23,7.00,58.77,44.08,67.77,0.15,0.20,7.00,51.90,38.10,60.95,0.02,0.20,7.00,47.14,34.76,58.10,-0.11,0.21,7.00,42.38,28.10,54.29,-0.11,0.22,6.00,40.48,29.52,55.24,-0.26,0.22,6.00,37.74,24.53,52.36,-0.08,0.23,6.00,45.28,27.83,58.02,-0.07,0.24,5.00,45.75,28.77,57.08,-0.08,0.24,5.00,45.75,29.25,56.13,0.07,0.23,6.00,49.53,34.43,59.91
United Kingdom,GBR,0.98,0.37,4.00,78.72,58.51,100.00,0.93,0.35,4.00,78.19,60.11,98.94,1.03,0.31,5.00,81.48,68.78,96.30,0.67,0.29,6.00,69.31,51.85,86.77,0.27,0.28,6.00,54.27,37.69,70.35,0.14,0.28,7.00,49.51,34.47,65.05,0.12,0.27,7.00,50.49,36.41,64.56,0.67,0.25,8.00,66.18,53.62,85.99,0.57,0.24,8.00,66.18,48.79,79.71,0.49,0.24,8.00,61.06,47.12,76.44,0.12,0.24,8.00,48.34,35.55,63.51,0.41,0.24,8.00,60.19,46.45,73.93,0.35,0.24,9.00,58.77,45.50,69.67,0.40,0.22,9.00,59.72,45.97,70.14,0.49,0.23,9.00,63.03,50.71,73.46,0.42,0.19,9.00,59.52,50.00,69.52,0.50,0.20,9.00,61.43,53.81,72.86,0.35,0.20,9.00,58.10,47.62,69.52,0.38,0.20,10.00,60.48,48.57,70.48,0.08,0.20,10.00,50.47,37.74,60.38,0.53,0.21,9.00,62.26,54.72,76.42,0.48,0.21,8.00,61.32,51.89,72.64,0.49,0.21,8.00,60.85,50.94,75.47,0.50,0.22,8.00,62.26,51.89,75.47
Georgia,GEO,-1.57,0.47,2.00,7.45,2.13,21.28,-1.64,0.44,2.00,7.98,0.53,18.09,-0.81,0.45,2.00,20.63,8.99,41.27,-1.19,0.44,2.00,16.40,3.17,29.63,-1.30,0.35,2.00,11.56,4.52,25.63,-0.86,0.32,4.00,19.42,8.74,34.47,-0.76,0.32,4.00,25.24,11.17,38.83,-0.97,0.28,5.00,17.87,8.70,29.95,-0.65,0.28,5.00,24.64,15.46,37.68,-0.92,0.28,5.00,16.83,10.58,29.81,-0.97,0.28,5.00,17.54,9.00,28.44,-0.72,0.27,5.00,24.17,12.32,36.02,-0.66,0.27,5.00,27.01,15.17,39.34,-0.68,0.23,7.00,24.17,16.11,36.97,-0.44,0.24,7.00,31.28,19.91,44.08,-0.32,0.20,7.00,34.76,23.81,45.71,-0.47,0.21,7.00,29.52,20.48,41.43,-0.32,0.21,7.00,33.81,21.90,48.10,-0.38,0.22,7.00,31.43,19.52,45.71,-0.45,0.22,7.00,30.19,18.40,43.87,-0.50,0.24,6.00,27.36,16.51,43.40,-0.43,0.24,5.00,32.55,18.40,47.17,-0.43,0.24,5.00,30.19,18.40,46.23,-0.44,0.24,5.00,28.77,16.98,44.34
Ghana,GHA,-0.23,0.37,4.00,38.30,20.74,59.57,-0.14,0.35,4.00,38.83,22.34,62.77,-0.36,0.34,4.00,33.33,19.58,54.50,-0.16,0.32,4.00,41.27,25.93,58.20,0.03,0.29,5.00,42.21,30.15,63.32,0.04,0.29,6.00,47.09,29.61,63.11,0.17,0.28,6.00,51.94,36.89,65.53,0.01,0.26,6.00,46.38,31.40,59.42,-0.07,0.25,6.00,40.58,28.02,54.59,-0.03,0.25,7.00,43.75,29.81,56.25,0.03,0.25,7.00,45.02,31.28,61.14,0.03,0.24,7.00,46.92,33.18,60.19,0.17,0.24,8.00,52.61,39.34,63.51,0.13,0.22,8.00,50.71,37.91,62.56,0.06,0.23,8.00,47.87,36.49,61.14,-0.11,0.20,8.00,41.43,29.52,54.29,-0.04,0.20,8.00,44.29,33.33,57.62,-0.14,0.21,8.00,40.95,27.62,52.86,0.08,0.21,8.00,50.00,35.24,62.38,-0.04,0.21,8.00,45.28,32.08,56.60,0.12,0.23,7.00,52.83,38.21,60.85,0.17,0.23,6.00,52.83,40.09,64.15,0.07,0.23,6.00,50.00,34.91,59.43,-0.07,0.23,6.00,43.87,27.36,54.72
Guinea,GIN,-1.15,0.42,3.00,13.30,4.26,31.38,-0.59,0.38,3.00,27.13,12.23,46.81,-1.91,0.40,3.00,4.23,0.00,12.17,-1.42,0.39,3.00,11.64,1.06,22.22,-0.79,0.33,3.00,23.62,10.55,37.69,-1.03,0.32,4.00,17.48,5.83,27.67,-1.15,0.31,4.00,16.02,6.31,26.21,-1.91,0.28,5.00,3.38,0.48,8.70,-2.40,0.27,5.00,1.93,0.00,3.86,-2.10,0.27,5.00,2.40,0.96,8.65,-2.12,0.27,5.00,2.84,1.42,6.16,-1.69,0.27,5.00,4.74,3.32,12.32,-1.39,0.26,5.00,9.95,4.27,18.01,-1.29,0.23,7.00,11.37,6.16,18.48,-1.23,0.23,7.00,11.85,7.58,19.43,-0.96,0.20,7.00,14.29,8.57,24.29,-0.39,0.20,7.00,32.86,21.90,43.33,-0.40,0.21,6.00,31.43,20.48,45.24,-0.70,0.22,6.00,21.43,13.33,32.38,-0.88,0.22,6.00,16.51,11.32,28.77,-0.84,0.23,6.00,18.40,11.79,27.83,-0.67,0.24,5.00,22.17,12.74,36.32,-0.94,0.23,6.00,17.45,10.38,26.42,-0.86,0.23,6.00,16.98,12.26,27.36
"Gambia, The",GMB,0.56,0.42,3.00,64.89,43.09,90.43,0.68,0.38,3.00,69.15,47.34,93.09,0.53,0.40,3.00,69.31,40.74,87.83,0.83,0.39,3.00,74.07,50.26,95.24,0.32,0.32,4.00,58.29,37.69,72.36,0.16,0.34,4.00,51.94,31.55,71.84,0.20,0.34,4.00,53.88,35.92,68.45,-0.03,0.30,5.00,43.96,29.47,59.42,0.05,0.29,5.00,43.48,30.43,61.84,0.07,0.29,5.00,46.63,29.81,63.46,0.12,0.26,6.00,48.82,32.70,63.98,0.07,0.26,6.00,48.82,33.18,62.56,0.00,0.28,5.00,47.39,30.81,62.09,0.00,0.24,6.00,45.02,35.07,58.77,-0.05,0.24,6.00,44.55,30.33,59.24,-0.15,0.20,6.00,39.52,29.05,53.81,0.02,0.21,6.00,47.62,34.29,58.10,-0.44,0.21,6.00,29.52,19.05,44.29,-0.09,0.22,6.00,40.95,29.52,57.14,-0.09,0.22,6.00,43.87,29.72,56.60,0.21,0.24,5.00,55.66,40.09,66.51,0.25,0.24,5.00,55.19,42.45,67.45,0.04,0.23,6.00,48.11,33.49,58.49,0.05,0.23,6.00,48.58,33.49,59.43
Guinea-Bissau,GNB,-1.54,0.42,3.00,7.98,2.13,20.74,-1.86,0.38,3.00,5.32,0.00,11.70,-0.35,0.40,3.00,33.86,17.46,58.20,-0.73,0.39,3.00,24.34,12.70,44.97,-0.49,0.33,3.00,29.65,19.10,43.22,-0.38,0.35,3.00,32.04,18.93,52.43,-0.56,0.35,3.00,28.64,16.50,46.60,-0.49,0.36,3.00,30.43,16.43,48.79,-0.46,0.32,3.00,28.99,16.91,44.93,-0.71,0.33,3.00,23.08,12.50,37.98,-0.67,0.30,4.00,24.17,14.22,38.39,-0.69,0.30,4.00,25.12,12.32,37.91,-0.75,0.33,3.00,22.75,11.37,39.34,-0.97,0.27,4.00,18.01,7.58,28.91,-0.90,0.28,4.00,19.43,8.06,30.33,-0.71,0.23,4.00,22.86,11.90,32.38,-0.52,0.24,4.00,27.14,17.62,41.43,-0.45,0.24,4.00,29.05,17.14,45.24,-0.50,0.25,4.00,29.05,16.19,40.95,-0.68,0.25,4.00,21.70,12.74,36.79,-0.56,0.27,4.00,25.47,13.68,42.45,-0.72,0.26,4.00,20.75,12.26,36.32,-0.28,0.27,4.00,36.32,20.28,51.42,-0.39,0.27,4.00,31.13,16.98,48.11
Equatorial Guinea,GNQ,-0.13,0.41,3.00,43.62,21.28,63.30,-0.08,0.38,3.00,42.02,22.34,65.43,-0.04,0.38,3.00,42.86,25.93,69.84,-0.51,0.34,3.00,28.57,17.46,47.09,0.11,0.32,3.00,47.74,32.66,67.34,-0.06,0.33,3.00,43.69,26.21,62.14,-0.39,0.34,3.00,35.92,19.42,51.94,0.17,0.32,3.00,51.21,33.33,66.67,0.26,0.31,3.00,52.66,36.23,72.46,0.21,0.32,3.00,52.40,33.65,70.19,0.37,0.29,4.00,57.35,41.23,76.30,0.24,0.28,4.00,52.61,37.44,70.14,0.15,0.27,4.00,51.18,36.49,64.45,0.23,0.25,4.00,54.03,39.34,67.77,0.12,0.26,4.00,51.18,36.49,64.45,-0.37,0.22,4.00,30.48,20.95,45.24,-0.21,0.22,4.00,40.00,25.71,53.81,-0.15,0.23,4.00,40.48,25.71,54.29,-0.17,0.24,4.00,39.52,27.14,54.76,-0.09,0.23,4.00,42.92,28.77,56.60,-0.15,0.25,4.00,42.45,25.47,56.60,-0.22,0.25,4.00,39.62,23.58,52.83,-0.20,0.25,4.00,40.57,24.06,52.36,-0.07,0.25,4.00,43.40,27.36,55.66
Greece,GRC,0.55,0.37,4.00,63.83,45.74,88.30,0.77,0.35,4.00,73.94,53.72,93.62,0.81,0.31,5.00,75.13,58.20,92.59,0.87,0.29,6.00,76.19,60.85,94.18,0.48,0.28,6.00,60.80,41.71,78.89,0.49,0.28,7.00,62.62,46.60,79.13,0.51,0.27,7.00,63.59,47.57,78.64,0.63,0.25,8.00,65.22,53.14,82.13,0.52,0.24,8.00,62.32,47.34,78.26,0.27,0.24,8.00,54.33,39.42,69.23,-0.21,0.24,8.00,37.91,25.59,51.18,-0.13,0.24,8.00,40.76,26.54,53.55,-0.10,0.24,8.00,41.71,30.33,55.45,-0.22,0.22,9.00,39.34,26.54,50.71,-0.17,0.23,9.00,40.28,26.54,54.50,-0.14,0.19,9.00,40.48,29.05,52.38,-0.24,0.20,9.00,38.10,25.71,50.95,-0.13,0.20,9.00,41.43,28.10,52.86,-0.08,0.21,9.00,41.43,30.00,55.71,0.15,0.21,9.00,53.30,40.09,63.21,0.16,0.22,8.00,54.25,40.09,62.74,0.12,0.23,7.00,51.42,38.21,61.32,0.10,0.23,7.00,50.94,36.79,59.91,0.06,0.23,7.00,49.06,34.43,59.43
Grenada,GRD,0.91,0.47,2.00,77.13,52.13,100.00,0.95,0.44,2.00,79.79,54.79,100.00,1.02,0.45,2.00,80.95,57.67,100.00,0.92,0.44,2.00,78.84,51.85,99.47,0.89,0.35,2.00,76.38,55.28,97.49,0.88,0.33,3.00,76.70,55.83,98.06,0.42,0.33,3.00,58.25,41.75,78.64,0.39,0.33,3.00,57.00,40.58,78.74,0.38,0.31,3.00,57.49,39.61,78.26,0.39,0.31,3.00,57.69,39.42,77.40,0.39,0.32,3.00,58.29,40.28,80.09,0.52,0.32,3.00,63.51,45.02,86.26,0.36,0.31,3.00,59.24,40.76,72.99,0.49,0.28,3.00,62.56,45.50,78.67,0.43,0.30,3.00,61.14,43.13,75.36,0.77,0.24,3.00,72.38,59.05,92.38,0.78,0.24,4.00,71.43,59.05,91.43,1.00,0.25,4.00,86.19,65.24,97.62,0.99,0.25,4.00,83.81,65.24,97.62,0.97,0.25,4.00,83.02,64.15,95.75,0.94,0.27,4.00,79.72,60.85,96.23,1.03,0.27,4.00,86.32,64.62,98.11,1.04,0.27,4.00,86.32,64.62,97.64,1.04,0.27,4.00,85.38,65.57,97.64
Greenland,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.52,0.57,1.00,99.53,65.40,100.00,1.65,0.52,1.00,100.00,73.46,100.00,1.94,0.39,2.00,100.00,94.31,100.00,1.93,0.39,2.00,100.00,93.36,100.00,1.93,0.37,2.00,100.00,94.79,100.00,1.92,0.37,2.00,100.00,97.14,100.00,1.95,0.36,2.00,100.00,96.19,100.00,1.96,0.35,2.00,100.00,97.14,100.00,1.93,0.35,2.00,100.00,95.71,100.00,1.94,0.37,2.00,100.00,94.81,100.00,1.89,0.35,2.00,100.00,93.87,100.00,1.91,0.34,2.00,100.00,95.28,100.00,1.88,0.34,2.00,100.00,94.81,100.00,1.57,0.35,2.00,98.11,83.96,100.00
Guatemala,GTM,-1.01,0.37,4.00,17.55,6.91,31.91,-0.67,0.35,4.00,24.47,11.70,41.49,-0.77,0.34,4.00,22.75,11.11,38.62,-0.83,0.30,5.00,21.16,12.70,31.75,-0.77,0.29,5.00,24.62,13.57,36.18,-0.81,0.29,6.00,21.84,13.11,34.47,-0.84,0.28,6.00,22.33,11.17,35.92,-0.74,0.25,7.00,24.64,14.01,33.82,-0.75,0.24,7.00,21.74,13.53,32.85,-0.71,0.25,7.00,22.12,13.46,33.65,-0.93,0.25,7.00,18.96,10.90,27.01,-0.85,0.24,7.00,20.85,12.32,30.33,-0.74,0.24,8.00,23.22,13.74,35.55,-0.63,0.22,8.00,25.12,17.54,37.91,-0.67,0.23,8.00,23.70,17.06,36.49,-0.66,0.20,8.00,23.81,13.81,32.38,-0.65,0.20,8.00,22.86,15.24,34.76,-0.55,0.21,8.00,25.24,16.19,38.10,-0.65,0.21,8.00,23.33,13.81,33.81,-0.54,0.21,8.00,27.83,15.57,39.62,-0.58,0.23,7.00,24.06,14.62,40.09,-0.42,0.23,6.00,33.02,18.87,47.17,-0.40,0.23,6.00,32.55,18.87,46.70,-0.30,0.23,6.00,34.91,21.70,49.53
French Guiana,GUF,0.04,0.61,1.00,49.47,19.15,82.45,0.05,0.58,1.00,47.34,18.62,81.38,0.03,0.60,1.00,46.03,19.05,80.42,0.30,0.52,1.00,56.08,28.04,86.77,0.31,0.41,1.00,56.28,34.67,80.90,0.17,0.43,1.00,52.43,27.67,75.73,0.21,0.44,1.00,54.37,29.13,77.18,0.05,0.36,2.00,47.34,27.05,65.22,0.06,0.33,2.00,44.44,28.02,66.67,0.07,0.33,2.00,47.12,29.33,67.31,0.30,0.33,2.00,53.55,36.97,76.30,0.19,0.30,3.00,52.13,34.60,69.19,0.19,0.29,3.00,54.50,36.49,68.72,0.22,0.27,3.00,53.55,38.39,67.77,0.22,0.28,3.00,55.45,37.91,67.30,0.53,0.24,3.00,62.86,50.48,77.62,0.56,0.24,3.00,62.86,53.81,80.00,0.54,0.24,3.00,64.29,51.43,79.05,0.49,0.25,3.00,63.81,49.52,78.10,0.51,0.25,3.00,63.68,52.36,78.77,0.24,0.27,3.00,56.60,40.09,69.34,0.32,0.27,3.00,57.08,43.40,71.70,0.33,0.27,3.00,57.08,42.45,71.70,0.33,0.27,3.00,55.66,41.98,73.58
Guam,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.63,0.43,1.00,67.48,43.20,95.63,0.75,0.44,1.00,68.45,46.60,99.51,0.70,0.42,1.00,68.12,46.38,98.55,0.43,0.38,1.00,59.90,37.68,85.51,0.44,0.38,1.00,59.62,37.98,86.54,0.40,0.37,1.00,59.72,37.91,85.31,0.40,0.39,1.00,59.72,36.02,86.26,0.79,0.34,2.00,70.62,54.98,97.16,0.78,0.30,2.00,72.04,56.40,93.36,0.80,0.32,2.00,71.09,56.87,94.79,0.75,0.26,2.00,70.95,58.10,92.86,0.79,0.27,2.00,71.90,58.10,93.33,0.65,0.27,2.00,67.14,52.86,89.05,0.68,0.28,2.00,70.00,54.76,88.57,0.70,0.26,3.00,69.34,55.66,89.62,0.88,0.27,3.00,76.89,60.38,94.81,0.89,0.27,3.00,77.36,60.38,94.81,0.88,0.28,3.00,77.36,58.96,95.28,0.81,0.28,3.00,74.53,56.13,95.28
Guyana,GUY,-0.27,0.42,3.00,37.77,19.15,60.11,0.12,0.38,3.00,51.60,29.79,72.87,-0.49,0.40,3.00,30.69,14.29,52.91,-0.56,0.39,3.00,27.51,15.87,48.15,-0.44,0.33,3.00,30.65,20.10,47.24,-0.55,0.32,4.00,27.18,16.02,43.69,-0.45,0.30,5.00,33.01,19.42,47.57,-0.73,0.27,6.00,25.12,13.53,35.27,-0.56,0.26,6.00,26.57,16.91,38.65,-0.63,0.26,6.00,25.00,15.38,37.98,-0.63,0.26,6.00,24.64,14.69,38.39,-0.46,0.26,6.00,30.33,19.43,44.55,-0.43,0.25,6.00,32.23,19.91,46.45,-0.50,0.24,6.00,30.33,19.43,40.28,-0.46,0.24,6.00,30.33,19.43,43.13,-0.14,0.20,6.00,40.95,29.05,53.81,-0.14,0.21,7.00,41.43,28.57,54.29,-0.03,0.21,6.00,45.71,31.43,57.14,-0.05,0.22,6.00,45.24,30.00,58.57,-0.19,0.22,6.00,39.62,25.94,53.30,-0.25,0.23,6.00,38.68,22.64,52.83,-0.14,0.23,6.00,42.92,25.94,54.72,-0.14,0.23,6.00,41.98,27.83,53.77,0.03,0.23,6.00,47.17,32.55,58.02
"Hong Kong SAR, China",HKG,0.58,0.43,3.00,67.02,43.62,90.43,0.70,0.40,3.00,70.21,46.81,94.15,0.94,0.35,4.00,79.89,61.38,95.77,0.91,0.31,5.00,78.31,60.85,94.71,0.95,0.31,5.00,79.40,59.80,97.49,1.14,0.30,6.00,89.81,67.96,100.00,1.34,0.29,6.00,95.63,74.27,100.00,1.19,0.26,7.00,91.30,69.57,100.00,1.10,0.25,7.00,90.34,70.05,100.00,1.13,0.25,7.00,90.87,69.71,100.00,0.97,0.26,6.00,83.89,63.98,97.16,0.94,0.27,6.00,80.57,62.56,95.26,0.95,0.28,7.00,77.25,62.09,98.10,1.01,0.25,7.00,83.41,64.93,98.10,0.92,0.26,7.00,75.83,63.98,95.26,1.15,0.22,7.00,90.95,73.33,99.52,1.04,0.22,7.00,86.67,67.14,97.62,0.74,0.24,6.00,71.43,58.10,90.00,0.82,0.24,7.00,74.76,61.90,92.86,0.78,0.24,7.00,71.23,58.96,90.57,-0.23,0.22,8.00,39.62,23.58,52.83,0.06,0.25,6.00,49.06,34.43,60.38,0.26,0.26,6.00,54.72,41.51,67.92,0.61,0.26,6.00,66.51,51.89,84.43
Honduras,HND,-0.47,0.37,4.00,30.32,14.89,52.13,0.03,0.35,4.00,45.74,29.26,66.49,-0.08,0.34,4.00,41.27,25.93,65.61,-0.25,0.30,5.00,39.15,23.81,51.85,-0.38,0.29,5.00,33.67,21.61,46.73,-0.39,0.29,6.00,31.07,19.42,48.06,-0.62,0.28,6.00,27.18,16.99,40.29,-0.67,0.27,6.00,26.09,15.94,40.10,-0.44,0.26,6.00,29.95,18.36,43.00,-0.53,0.26,6.00,28.37,15.87,40.38,-0.31,0.25,7.00,33.18,21.80,47.87,-0.50,0.24,7.00,28.44,19.43,41.71,-0.39,0.24,7.00,34.12,20.38,47.87,-0.35,0.23,7.00,36.49,21.80,45.50,-0.44,0.23,7.00,31.75,19.91,43.60,-0.53,0.20,8.00,28.10,17.14,36.67,-0.47,0.20,8.00,29.05,20.95,40.95,-0.44,0.21,8.00,30.48,20.00,43.33,-0.57,0.21,8.00,27.14,16.19,38.57,-0.53,0.21,8.00,28.30,16.51,40.09,-0.57,0.23,7.00,24.53,14.62,40.09,-0.45,0.23,6.00,29.72,18.40,45.28,-0.63,0.23,6.00,24.06,15.09,37.74,-0.55,0.23,6.00,25.00,15.09,40.09
Croatia,HRV,-0.04,0.41,3.00,47.34,22.87,68.09,0.07,0.35,4.00,47.87,29.79,67.55,0.28,0.34,4.00,58.20,35.45,76.19,0.63,0.30,5.00,68.78,49.21,86.77,0.56,0.29,5.00,64.32,46.23,83.42,0.69,0.29,6.00,70.39,52.91,90.29,0.43,0.28,6.00,59.22,44.66,75.73,0.56,0.26,7.00,63.77,49.28,80.68,0.61,0.26,7.00,67.15,48.79,83.57,0.57,0.26,7.00,66.35,49.04,81.25,0.61,0.26,7.00,68.25,51.18,85.31,0.61,0.26,7.00,66.82,51.66,85.31,0.62,0.25,8.00,68.25,54.50,81.99,0.61,0.22,9.00,65.40,54.50,79.15,0.64,0.23,9.00,66.35,56.87,81.99,0.62,0.19,9.00,67.14,58.10,78.10,0.59,0.20,9.00,64.76,57.14,78.10,0.65,0.20,9.00,67.62,57.14,84.76,0.68,0.21,9.00,70.48,59.05,84.76,0.79,0.21,9.00,71.70,61.79,90.57,0.69,0.22,8.00,70.28,58.02,87.26,0.61,0.23,7.00,66.51,54.72,80.19,0.62,0.23,7.00,66.04,53.77,83.49,0.61,0.23,7.00,66.98,51.89,83.96
Haiti,HTI,-0.76,0.42,3.00,22.87,8.51,45.74,-0.94,0.38,3.00,18.09,7.98,34.04,-0.63,0.40,3.00,26.46,12.17,44.97,-1.26,0.36,4.00,14.29,3.17,26.46,-1.32,0.32,4.00,11.06,4.52,23.12,-1.98,0.32,4.00,3.88,0.97,7.77,-1.80,0.31,4.00,4.85,0.49,11.17,-1.39,0.28,5.00,10.63,5.31,17.87,-1.32,0.27,5.00,10.63,7.25,18.36,-1.38,0.27,5.00,10.58,6.73,16.35,-0.96,0.25,6.00,18.01,9.95,27.01,-0.94,0.25,6.00,18.01,9.95,26.54,-0.99,0.24,7.00,17.54,9.48,28.44,-0.79,0.23,7.00,21.33,13.74,33.65,-0.63,0.23,7.00,25.12,17.54,37.44,-0.64,0.20,7.00,24.29,13.81,34.76,-0.67,0.20,7.00,22.38,13.81,33.81,-0.75,0.21,6.00,20.95,12.38,31.43,-0.68,0.22,7.00,22.38,13.33,32.86,-0.64,0.22,7.00,24.06,13.68,36.79,-0.89,0.23,6.00,16.98,11.79,26.42,-1.03,0.24,5.00,14.15,10.38,23.58,-1.13,0.23,6.00,12.26,8.49,20.28,-1.41,0.23,6.00,10.38,7.55,14.15
Hungary,HUN,1.01,0.37,4.00,79.26,60.11,100.00,1.22,0.35,4.00,91.49,68.09,100.00,0.92,0.31,5.00,78.84,62.43,95.24,1.26,0.29,6.00,91.01,71.43,99.47,1.13,0.28,6.00,86.43,68.34,99.50,0.83,0.28,7.00,75.24,58.74,94.66,1.00,0.27,7.00,80.10,64.08,99.51,0.99,0.25,8.00,80.68,63.77,98.55,0.75,0.24,8.00,71.98,55.07,91.30,0.75,0.24,8.00,71.63,55.29,90.87,0.54,0.24,8.00,63.98,49.29,80.57,0.69,0.24,8.00,69.19,54.03,87.20,0.74,0.24,8.00,70.14,58.29,90.05,0.68,0.22,9.00,68.72,57.35,85.31,0.80,0.23,9.00,70.62,61.14,91.47,0.67,0.19,9.00,68.57,58.57,81.43,0.74,0.20,9.00,69.52,59.52,88.10,0.64,0.20,9.00,66.19,57.14,82.86,0.80,0.21,9.00,74.29,62.38,88.57,0.74,0.21,9.00,70.75,59.91,88.21,0.76,0.22,8.00,71.70,59.43,89.62,0.84,0.23,7.00,74.06,60.85,92.92,0.80,0.23,7.00,73.11,58.49,92.92,0.64,0.23,7.00,67.92,52.83,83.96
Indonesia,IDN,-1.13,0.37,4.00,13.83,5.85,27.66,-1.73,0.35,4.00,7.45,1.06,13.30,-2.00,0.31,5.00,2.65,0.00,8.99,-1.58,0.29,6.00,8.99,1.06,17.46,-2.10,0.28,6.00,3.02,0.00,6.03,-1.91,0.28,7.00,4.37,1.46,8.25,-1.52,0.27,7.00,7.77,3.40,16.99,-1.42,0.25,8.00,10.14,5.80,17.39,-1.20,0.24,8.00,13.04,8.70,20.29,-1.06,0.24,8.00,15.87,9.62,24.04,-0.75,0.24,8.00,21.33,14.69,32.23,-0.85,0.24,8.00,20.38,12.32,29.86,-0.77,0.24,9.00,20.85,13.74,34.12,-0.59,0.22,9.00,25.59,18.01,37.91,-0.52,0.23,9.00,28.44,19.43,40.76,-0.42,0.19,9.00,30.00,20.95,41.90,-0.62,0.20,9.00,24.29,17.14,35.24,-0.38,0.20,9.00,32.38,21.43,45.24,-0.50,0.21,9.00,28.10,17.14,39.52,-0.55,0.21,9.00,26.42,15.57,38.68,-0.50,0.22,8.00,26.89,17.45,42.45,-0.46,0.23,7.00,28.30,18.40,44.34,-0.53,0.23,7.00,27.36,17.92,41.51,-0.44,0.23,7.00,29.25,16.98,43.40
India,IND,-0.97,0.37,4.00,19.15,6.91,34.04,-1.20,0.35,4.00,12.77,6.38,25.00,-1.00,0.31,5.00,17.46,8.99,30.16,-1.21,0.29,6.00,15.87,5.29,23.81,-1.51,0.28,6.00,9.05,4.02,19.10,-1.28,0.28,7.00,13.11,4.85,20.87,-1.01,0.27,7.00,17.48,7.77,28.16,-1.07,0.25,8.00,16.91,8.70,26.09,-1.15,0.24,8.00,13.53,8.70,21.26,-1.11,0.24,8.00,13.94,9.62,22.12,-1.36,0.24,8.00,10.43,5.21,17.54,-1.28,0.24,8.00,11.37,4.74,19.43,-1.33,0.24,9.00,10.90,5.21,19.43,-1.29,0.22,9.00,10.90,6.16,18.48,-1.23,0.23,9.00,12.32,7.58,19.43,-1.00,0.19,9.00,13.81,8.57,23.33,-0.95,0.20,9.00,17.14,9.05,23.81,-0.96,0.20,9.00,14.76,10.48,24.29,-0.77,0.21,9.00,18.57,11.90,30.00,-1.00,0.21,9.00,13.68,9.91,23.58,-0.80,0.22,8.00,19.34,11.79,28.30,-0.84,0.21,8.00,18.40,11.32,26.89,-0.69,0.21,8.00,22.64,13.68,33.96,-0.57,0.22,8.00,24.53,15.57,39.15
Ireland,IRL,1.34,0.37,4.00,95.21,71.28,100.00,1.51,0.35,4.00,99.47,78.72,100.00,1.58,0.31,5.00,97.88,81.48,100.00,1.50,0.29,6.00,96.30,82.54,100.00,1.35,0.28,6.00,96.98,75.88,100.00,1.17,0.28,7.00,91.26,71.84,100.00,1.30,0.27,7.00,94.17,74.27,100.00,1.19,0.25,8.00,91.79,71.50,100.00,1.22,0.24,8.00,93.24,76.81,100.00,1.19,0.24,8.00,93.27,72.60,100.00,1.06,0.24,8.00,86.26,69.19,98.58,1.02,0.24,8.00,84.83,66.82,95.73,0.95,0.24,8.00,77.73,63.51,97.16,0.94,0.22,8.00,77.73,63.51,94.79,0.90,0.23,8.00,75.36,64.45,92.42,1.05,0.20,8.00,87.14,69.52,97.14,0.90,0.20,8.00,77.62,63.33,93.33,0.83,0.21,8.00,73.33,62.86,91.43,0.99,0.21,8.00,84.29,68.10,95.71,1.01,0.21,8.00,85.38,66.98,95.75,0.96,0.23,7.00,80.66,66.04,95.28,0.97,0.23,6.00,80.19,64.62,95.28,0.84,0.23,7.00,75.94,59.43,93.87,0.88,0.23,7.00,78.77,62.26,94.34
