Gabon,GAB,-1.10,0.26,4.00,13.98,0.54,30.65,-1.00,0.23,4.00,17.65,1.07,34.22,-0.59,0.25,4.00,35.64,15.96,50.53,-0.52,0.21,4.00,37.57,23.28,50.79,-0.55,0.24,4.00,36.51,17.46,52.91,-0.83,0.23,5.00,23.15,9.85,37.44,-0.66,0.21,5.00,31.22,17.07,47.80,-1.08,0.19,7.00,14.63,2.93,24.88,-1.17,0.20,7.00,9.71,1.46,19.90,-1.17,0.19,7.00,10.19,1.94,20.39,-1.08,0.20,6.00,13.40,2.39,24.88,-0.91,0.20,6.00,20.00,7.14,32.86,-0.89,0.20,6.00,19.91,8.06,34.60,-0.67,0.17,8.00,29.86,18.01,44.55,-0.63,0.18,9.00,32.23,19.43,45.50,-0.68,0.17,8.00,28.85,15.38,42.31,-0.72,0.16,9.00,26.19,15.24,40.95,-0.76,0.17,9.00,25.71,13.33,37.14,-0.84,0.16,9.00,19.52,12.38,32.86,-0.86,0.15,11.00,20.95,11.90,30.00,-0.89,0.16,12.00,20.00,11.90,30.48,-0.89,0.17,10.00,20.48,11.90,28.57,-0.87,0.20,8.00,20.95,11.43,33.33,-1.05,0.17,9.00,16.04,7.08,23.58
United Kingdom,GBR,1.98,0.21,6.00,95.16,91.40,100.00,2.05,0.19,6.00,96.26,91.98,100.00,2.07,0.20,6.00,95.74,92.02,100.00,2.00,0.18,6.00,94.71,91.53,98.94,1.98,0.18,6.00,95.24,91.53,98.41,1.91,0.17,7.00,94.58,91.63,98.03,1.89,0.17,7.00,94.63,92.20,98.05,1.78,0.16,9.00,92.68,91.71,96.10,1.73,0.17,9.00,92.72,91.75,96.12,1.67,0.16,9.00,92.23,91.26,94.66,1.62,0.17,9.00,91.87,88.52,94.26,1.61,0.15,10.00,92.38,88.57,93.81,1.61,0.15,11.00,92.42,89.10,94.31,1.67,0.14,11.00,92.89,89.57,94.79,1.72,0.14,11.00,93.36,89.57,95.73,1.75,0.13,11.00,93.27,91.35,95.67,1.83,0.13,11.00,93.81,91.90,96.19,1.85,0.14,11.00,94.29,91.90,97.62,1.81,0.12,11.00,95.24,91.90,97.14,1.81,0.13,11.00,94.76,90.95,96.67,1.75,0.14,11.00,93.33,90.00,96.67,1.66,0.16,8.00,94.29,89.52,95.24,1.64,0.17,8.00,93.33,89.05,96.19,1.62,0.17,8.00,92.92,89.15,96.23
Georgia,GEO,-1.53,0.34,2.00,1.08,0.00,17.74,-0.98,0.24,3.00,19.79,1.07,34.76,-1.04,0.24,4.00,13.83,0.53,32.45,-1.26,0.23,4.00,4.23,0.00,23.28,-0.65,0.21,5.00,31.22,14.29,45.50,-0.46,0.18,8.00,37.44,26.60,50.25,-0.21,0.16,9.00,50.24,40.49,57.07,0.05,0.15,12.00,58.54,50.24,64.39,-0.13,0.15,13.00,53.40,42.72,59.22,-0.10,0.14,13.00,53.88,44.17,61.65,-0.12,0.15,13.00,54.55,44.50,60.77,0.01,0.14,13.00,57.62,52.38,63.33,0.12,0.15,13.00,61.14,54.50,67.77,0.40,0.13,15.00,68.72,62.56,72.51,0.46,0.14,14.00,69.19,63.03,73.46,0.83,0.14,13.00,77.40,70.67,81.73,0.70,0.15,13.00,75.24,65.71,79.05,0.71,0.15,11.00,75.24,65.71,80.00,0.76,0.15,11.00,76.67,67.14,80.95,0.72,0.15,11.00,76.67,66.67,80.95,0.72,0.15,10.00,76.19,66.19,80.00,0.60,0.16,8.00,70.95,62.86,79.52,0.66,0.17,8.00,74.29,63.81,80.48,0.62,0.17,8.00,72.17,63.21,79.72
Ghana,GHA,-0.34,0.26,4.00,46.24,25.81,59.68,-0.33,0.23,4.00,47.06,30.48,56.15,-0.10,0.25,4.00,53.19,38.30,63.83,-0.34,0.20,5.00,43.92,31.75,56.08,-0.31,0.19,7.00,46.03,33.86,58.73,-0.28,0.16,10.00,47.29,34.48,55.67,-0.37,0.16,11.00,43.90,31.22,54.15,-0.01,0.16,13.00,56.10,47.80,62.44,0.04,0.16,13.00,57.77,51.46,65.53,-0.08,0.15,14.00,55.83,45.15,62.14,-0.01,0.15,15.00,58.85,49.28,65.07,0.01,0.15,15.00,58.10,51.90,63.81,-0.03,0.14,16.00,56.40,50.71,63.03,-0.13,0.14,16.00,54.98,45.50,60.19,-0.10,0.13,16.00,55.45,46.45,61.61,-0.19,0.13,15.00,52.40,42.31,57.21,-0.21,0.13,15.00,50.95,41.90,55.71,-0.18,0.13,15.00,51.90,41.43,57.62,-0.25,0.12,15.00,46.67,40.95,55.24,-0.14,0.13,15.00,51.43,42.86,58.10,-0.11,0.13,15.00,52.38,42.86,58.57,-0.13,0.14,14.00,50.00,41.90,58.57,-0.13,0.15,13.00,50.00,41.90,58.10,-0.05,0.15,13.00,52.83,45.75,59.91
Guinea,GIN,-0.94,0.32,3.00,18.28,2.15,41.40,-1.08,0.31,3.00,14.44,0.00,35.29,-1.05,0.33,3.00,13.30,0.00,38.30,-0.77,0.31,3.00,28.57,3.17,47.09,-0.89,0.25,4.00,20.11,5.29,40.21,-0.89,0.22,6.00,20.69,8.87,34.48,-1.07,0.21,7.00,14.15,2.44,25.37,-1.12,0.19,8.00,11.22,2.93,22.44,-1.29,0.19,8.00,5.83,0.97,17.96,-1.21,0.19,9.00,6.80,1.94,18.45,-1.10,0.19,9.00,12.44,2.39,23.44,-1.22,0.18,9.00,7.62,0.95,18.57,-1.13,0.17,10.00,12.80,2.37,21.33,-1.06,0.15,12.00,14.69,4.74,22.75,-1.05,0.15,13.00,13.74,6.16,21.80,-1.07,0.15,13.00,13.46,6.73,23.08,-1.01,0.14,14.00,15.24,10.00,23.81,-0.95,0.15,13.00,15.24,10.95,27.62,-1.04,0.13,14.00,14.29,10.00,21.43,-1.06,0.13,14.00,13.33,9.52,21.90,-0.92,0.14,14.00,18.57,11.90,27.14,-0.97,0.15,13.00,18.10,10.48,26.67,-1.02,0.15,12.00,17.14,8.10,24.29,-1.01,0.15,12.00,18.40,8.49,24.53
"Gambia, The",GMB,-0.37,0.32,3.00,43.55,19.35,60.75,-0.36,0.31,3.00,44.92,25.67,60.43,-0.38,0.33,3.00,45.21,20.74,60.64,-0.23,0.31,3.00,48.68,30.16,65.08,-0.18,0.25,4.00,51.85,35.45,62.43,-0.52,0.22,6.00,34.98,21.67,50.74,-0.69,0.20,7.00,28.78,16.10,44.88,-0.73,0.18,8.00,26.83,16.10,39.51,-0.71,0.19,8.00,28.16,16.02,40.29,-0.71,0.19,8.00,27.67,15.53,41.26,-0.56,0.19,8.00,34.45,21.05,49.76,-0.59,0.19,8.00,32.86,20.00,47.62,-0.51,0.19,8.00,37.44,22.27,52.61,-0.65,0.17,8.00,30.81,18.48,44.55,-0.71,0.17,9.00,27.49,16.11,41.71,-0.69,0.17,9.00,28.37,15.38,41.83,-0.81,0.16,9.00,23.33,13.33,35.24,-0.85,0.17,9.00,20.00,11.90,32.38,-0.66,0.15,10.00,29.52,17.62,42.38,-0.50,0.14,12.00,37.14,26.19,45.24,-0.41,0.15,12.00,39.52,28.10,49.52,-0.43,0.15,11.00,38.10,27.14,46.67,-0.38,0.15,11.00,40.95,29.52,49.52,-0.28,0.15,12.00,46.23,34.43,52.83
Guinea-Bissau,GNB,-1.19,0.32,3.00,8.06,0.00,30.65,-1.12,0.31,3.00,12.30,0.00,34.22,-0.92,0.33,3.00,21.28,0.53,45.21,-1.04,0.31,3.00,11.64,0.00,37.04,-1.13,0.30,3.00,8.99,0.00,33.86,-1.27,0.25,5.00,7.88,0.00,22.17,-1.17,0.23,6.00,12.68,0.00,22.93,-1.10,0.23,6.00,13.17,0.98,26.83,-1.20,0.24,6.00,8.74,0.97,21.84,-1.20,0.23,6.00,7.77,0.97,21.84,-1.22,0.25,6.00,7.66,0.48,21.05,-1.16,0.23,6.00,11.90,0.95,22.38,-1.19,0.23,6.00,10.90,0.95,22.27,-1.29,0.20,6.00,5.69,0.00,17.06,-1.34,0.20,7.00,3.79,0.00,15.64,-1.56,0.19,7.00,1.92,0.00,8.65,-1.51,0.19,7.00,2.38,0.00,10.48,-1.59,0.19,7.00,2.38,0.00,10.00,-1.60,0.17,7.00,1.90,0.00,8.10,-1.56,0.16,8.00,2.38,0.00,9.05,-1.50,0.17,8.00,4.29,0.00,10.95,-1.36,0.18,8.00,7.14,1.90,15.24,-1.32,0.19,8.00,7.14,1.43,17.62,-1.19,0.19,8.00,11.79,4.25,20.75
Equatorial Guinea,GNQ,-1.26,0.28,3.00,6.45,0.00,25.27,-1.19,0.23,3.00,6.95,0.00,27.27,-1.21,0.26,3.00,6.38,0.00,27.66,-1.22,0.22,3.00,5.29,0.00,23.81,-1.28,0.25,3.00,5.82,0.00,21.69,-1.38,0.24,4.00,5.42,0.00,15.76,-1.43,0.23,4.00,2.44,0.00,15.12,-1.36,0.26,4.00,4.88,0.00,19.51,-1.21,0.26,3.00,7.28,0.00,23.30,-1.20,0.26,3.00,8.25,0.49,23.30,-1.22,0.26,3.00,7.18,0.48,22.49,-1.23,0.24,4.00,7.14,0.95,20.95,-1.23,0.24,4.00,8.06,0.00,21.80,-1.24,0.26,4.00,9.48,0.00,22.27,-1.32,0.26,5.00,5.21,0.00,20.85,-1.54,0.26,4.00,2.40,0.00,12.50,-1.57,0.25,4.00,1.43,0.00,10.95,-1.60,0.26,4.00,1.43,0.00,11.43,-1.65,0.25,4.00,0.95,0.00,10.00,-1.54,0.22,5.00,2.86,0.00,10.95,-1.56,0.22,5.00,2.86,0.00,10.95,-1.54,0.21,5.00,4.29,0.00,10.95,-1.59,0.23,5.00,3.33,0.00,10.95,-1.60,0.24,5.00,2.83,0.00,10.38
Greece,GRC,0.34,0.21,6.00,64.52,56.99,74.73,0.76,0.19,6.00,76.47,67.38,81.82,0.63,0.20,6.00,72.87,63.83,82.45,0.40,0.18,6.00,69.84,58.73,75.66,0.36,0.18,6.00,68.78,59.26,74.07,0.45,0.17,7.00,70.44,59.61,73.89,0.35,0.17,7.00,64.88,57.56,72.20,0.36,0.16,9.00,68.78,59.02,72.68,0.26,0.17,9.00,62.62,56.80,72.33,0.13,0.16,9.00,61.65,53.40,67.48,0.06,0.17,9.00,59.81,52.15,67.46,-0.06,0.15,11.00,55.71,47.14,62.86,-0.10,0.15,11.00,55.45,45.02,62.09,-0.19,0.14,12.00,52.61,42.65,59.24,-0.08,0.14,12.00,55.92,47.87,61.61,-0.14,0.13,11.00,53.37,44.71,59.13,-0.12,0.13,11.00,53.81,45.71,58.57,-0.13,0.14,11.00,53.33,42.38,59.05,-0.11,0.12,11.00,53.33,43.81,57.62,-0.06,0.13,11.00,54.76,45.24,59.52,0.01,0.14,11.00,56.67,48.10,62.38,0.03,0.15,10.00,57.14,45.71,61.43,0.18,0.16,10.00,59.52,50.48,65.71,0.04,0.16,10.00,56.60,48.11,62.74
Grenada,GRD,0.87,0.48,1.00,80.11,59.14,91.40,0.88,0.45,1.00,80.75,59.89,91.98,0.86,0.46,1.00,81.38,59.57,92.02,0.85,0.43,1.00,80.42,60.32,91.01,0.85,0.40,1.00,79.37,61.38,91.01,0.76,0.37,2.00,74.88,59.61,89.66,0.74,0.29,3.00,74.63,62.93,83.90,0.71,0.32,3.00,74.15,60.49,84.88,0.44,0.32,3.00,70.87,54.85,78.16,0.38,0.31,3.00,66.99,53.40,77.18,0.40,0.32,3.00,69.86,54.55,78.47,0.48,0.30,3.00,70.95,56.19,80.00,0.46,0.31,3.00,70.14,55.92,79.62,0.45,0.30,3.00,69.67,56.40,78.67,0.45,0.31,3.00,68.72,55.92,80.09,0.31,0.34,2.00,64.42,50.48,78.85,0.54,0.23,4.00,68.10,60.00,78.57,0.56,0.23,4.00,67.62,60.95,80.00,0.46,0.22,4.00,65.71,57.62,79.52,0.37,0.20,4.00,65.24,56.67,75.71,0.34,0.20,4.00,63.33,55.71,73.81,0.36,0.20,4.00,63.81,56.67,74.29,0.49,0.24,3.00,67.14,58.10,80.00,0.48,0.25,3.00,67.45,58.02,79.72
Greenland,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.18,0.38,1.00,84.21,71.77,93.78,1.21,0.37,1.00,84.29,71.90,93.33,1.22,0.39,1.00,84.36,71.56,94.31,1.21,0.42,1.00,84.36,70.14,94.79,1.24,0.40,1.00,83.89,70.62,95.26,1.20,0.40,1.00,84.13,69.71,95.19,1.16,0.37,1.00,86.67,68.10,92.86,1.13,0.38,2.00,83.33,66.19,92.86,1.15,0.34,2.00,83.33,70.00,91.90,1.14,0.34,2.00,83.33,71.90,91.90,1.11,0.35,2.00,82.86,68.57,92.38,1.01,0.34,1.00,81.43,65.24,91.90,1.00,0.41,1.00,81.90,62.86,93.81,1.03,0.40,1.00,82.08,63.68,93.87
Guatemala,GTM,-0.86,0.24,5.00,23.66,6.45,38.71,-0.87,0.23,4.00,26.20,5.35,37.97,-0.83,0.22,5.00,25.53,8.51,40.96,-0.66,0.20,6.00,33.33,17.46,43.92,-0.74,0.19,8.00,27.51,10.05,41.27,-0.62,0.17,11.00,30.05,19.70,43.35,-0.68,0.17,11.00,29.27,17.07,42.44,-0.84,0.16,14.00,21.46,12.20,34.63,-0.77,0.17,14.00,24.76,14.56,36.89,-0.67,0.16,13.00,29.61,17.96,41.26,-0.53,0.17,12.00,36.36,21.05,49.76,-0.54,0.17,13.00,36.19,21.43,48.10,-0.54,0.16,14.00,36.02,22.75,49.76,-0.68,0.15,14.00,28.91,18.96,41.23,-0.64,0.15,13.00,31.75,21.33,42.65,-0.76,0.14,12.00,25.96,15.38,36.06,-0.78,0.14,12.00,24.29,14.76,35.71,-0.79,0.14,13.00,23.33,13.33,33.81,-0.79,0.13,13.00,22.86,14.76,33.81,-0.82,0.13,13.00,22.86,13.81,30.48,-0.92,0.14,13.00,19.05,11.90,27.14,-1.13,0.15,12.00,12.86,6.67,20.00,-1.19,0.17,11.00,11.90,4.76,19.52,-1.21,0.17,10.00,11.32,4.72,19.81
French Guiana,GUF,0.87,0.48,1.00,80.11,59.14,91.40,0.88,0.45,1.00,80.75,59.89,91.98,0.86,0.46,1.00,81.38,59.57,92.02,0.85,0.43,1.00,80.42,60.32,91.01,0.85,0.40,1.00,79.37,61.38,91.01,0.79,0.39,1.00,76.85,58.62,91.63,0.79,0.34,1.00,77.56,60.98,89.27,0.78,0.42,1.00,76.59,58.54,91.71,0.78,0.42,1.00,76.70,58.74,91.75,0.80,0.40,1.00,77.18,61.65,91.75,1.11,0.29,2.00,83.25,72.73,91.39,1.12,0.29,2.00,83.33,72.38,91.90,1.10,0.30,2.00,82.94,72.51,91.94,1.10,0.31,2.00,82.46,72.51,91.47,1.12,0.31,2.00,82.46,71.56,91.47,1.01,0.31,2.00,81.73,69.23,91.35,0.97,0.29,2.00,80.48,66.19,90.00,0.93,0.31,2.00,80.00,65.24,90.00,0.95,0.28,2.00,80.95,66.19,89.52,0.91,0.28,2.00,80.48,65.71,88.57,0.88,0.28,2.00,79.52,65.24,88.57,0.89,0.26,2.00,80.48,65.24,88.57,0.90,0.31,2.00,80.48,63.81,89.05,0.94,0.32,2.00,80.19,65.57,89.15
Guam,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.37,0.39,1.00,67.49,47.29,83.25,0.79,0.34,1.00,77.56,60.98,89.27,0.78,0.42,1.00,76.59,58.54,91.71,0.78,0.42,1.00,76.70,58.74,91.75,0.80,0.40,1.00,77.18,61.65,91.75,0.83,0.43,1.00,77.03,61.24,90.91,0.82,0.43,1.00,77.14,61.43,90.95,0.79,0.42,1.00,75.83,59.72,90.05,0.78,0.43,1.00,76.30,59.72,90.52,0.78,0.44,1.00,76.78,59.24,90.05,1.22,0.43,1.00,87.02,69.23,95.19,1.15,0.42,1.00,85.71,65.71,94.29,1.16,0.42,1.00,87.14,65.71,93.81,1.17,0.40,1.00,86.19,67.14,95.24,1.18,0.40,1.00,86.19,68.57,94.76,1.18,0.41,1.00,87.14,66.67,94.76,1.27,0.38,1.00,88.57,73.81,95.24,1.28,0.43,1.00,88.57,70.00,96.67,1.27,0.46,1.00,88.68,68.40,97.17
Guyana,GUY,-0.14,0.32,3.00,52.69,31.18,65.05,-0.35,0.31,3.00,46.52,26.20,60.43,-0.42,0.33,3.00,42.02,18.62,59.57,-0.26,0.31,3.00,47.09,28.04,64.55,-0.36,0.30,3.00,44.97,23.28,60.32,-0.40,0.28,4.00,40.89,21.67,56.16,-0.56,0.21,7.00,35.12,18.54,49.76,-0.58,0.19,9.00,34.63,19.51,47.80,-0.59,0.20,10.00,33.50,19.42,49.51,-0.56,0.19,9.00,34.95,19.42,49.51,-0.54,0.19,9.00,35.89,21.05,50.72,-0.56,0.19,9.00,34.29,20.95,49.52,-0.62,0.18,9.00,31.28,18.96,46.92,-0.76,0.17,10.00,26.54,15.17,38.39,-0.65,0.17,10.00,29.86,18.48,44.55,-0.74,0.17,9.00,26.92,14.90,39.42,-0.66,0.15,9.00,30.00,18.57,42.38,-0.35,0.16,7.00,43.33,31.90,53.81,-0.53,0.15,7.00,37.62,24.29,45.24,-0.25,0.15,7.00,45.71,37.14,56.19,-0.14,0.16,8.00,50.48,40.48,58.57,-0.17,0.15,8.00,46.67,37.62,58.57,-0.19,0.18,8.00,48.57,34.76,58.10,-0.30,0.18,7.00,45.28,31.13,54.25
"Hong Kong SAR, China",HKG,1.44,0.20,6.00,89.78,81.18,93.01,1.30,0.19,6.00,86.63,81.28,91.98,1.29,0.18,6.00,85.64,82.45,91.49,1.67,0.16,6.00,91.53,88.89,93.65,1.80,0.17,6.00,92.59,91.01,96.83,1.85,0.16,7.00,94.09,91.63,97.04,1.77,0.15,7.00,93.17,91.22,97.56,1.86,0.15,9.00,93.66,91.71,96.59,1.91,0.16,9.00,93.69,91.75,97.09,1.89,0.16,9.00,94.17,91.75,97.09,1.88,0.15,9.00,94.26,91.87,97.13,1.95,0.15,9.00,94.76,92.86,98.57,1.85,0.16,10.00,94.31,91.94,97.16,1.73,0.15,10.00,93.36,90.52,95.26,1.64,0.14,10.00,91.94,89.57,94.79,1.62,0.14,9.00,91.83,89.90,94.71,1.61,0.14,8.00,91.90,89.52,94.29,1.52,0.15,9.00,91.43,89.05,92.86,1.57,0.13,10.00,91.90,88.57,93.81,1.64,0.14,10.00,91.90,89.05,94.76,1.65,0.15,10.00,91.90,88.57,95.71,1.62,0.16,8.00,92.86,88.57,95.24,1.68,0.16,9.00,94.29,89.05,96.19,1.61,0.16,9.00,92.45,89.15,95.75
Honduras,HND,-1.08,0.24,5.00,14.52,2.15,30.65,-1.02,0.23,4.00,16.58,1.07,33.69,-0.97,0.22,5.00,17.55,1.60,34.57,-1.02,0.20,6.00,15.87,2.65,31.75,-0.97,0.19,7.00,15.87,5.29,30.16,-0.95,0.18,10.00,18.72,9.36,29.56,-0.82,0.17,11.00,22.44,13.17,36.10,-0.83,0.18,12.00,21.95,11.22,36.10,-0.79,0.18,12.00,22.82,12.14,36.89,-0.92,0.18,12.00,18.45,7.28,33.50,-0.91,0.16,13.00,20.10,9.57,28.71,-0.89,0.16,13.00,20.48,12.38,30.95,-0.83,0.16,13.00,21.80,13.74,33.65,-0.96,0.15,13.00,18.01,10.43,27.49,-0.94,0.16,13.00,18.01,9.95,28.91,-0.79,0.14,13.00,24.04,14.90,35.10,-0.59,0.14,13.00,33.33,22.86,44.29,-0.68,0.14,14.00,29.05,16.67,38.57,-0.74,0.13,14.00,25.24,16.19,37.14,-0.66,0.13,14.00,29.05,20.00,39.05,-0.88,0.14,13.00,21.43,12.38,28.57,-0.99,0.15,12.00,17.62,10.48,25.71,-1.09,0.15,13.00,14.76,6.67,21.43,-1.00,0.15,12.00,18.87,8.49,24.53
Croatia,HRV,-0.58,0.28,3.00,32.80,15.05,52.69,-0.59,0.19,5.00,35.29,24.60,48.13,-0.04,0.20,6.00,57.45,45.21,63.83,0.23,0.16,7.00,62.43,56.08,71.43,0.26,0.16,8.00,63.49,58.73,72.49,0.24,0.16,10.00,61.08,55.67,70.44,0.14,0.15,10.00,58.54,54.15,66.34,0.04,0.14,12.00,58.05,51.22,63.90,0.06,0.14,12.00,58.25,51.94,64.08,-0.05,0.14,11.00,56.31,48.06,62.14,-0.09,0.14,11.00,55.98,48.33,61.24,0.02,0.14,11.00,58.57,52.38,63.81,0.03,0.14,12.00,58.29,52.61,63.98,-0.03,0.12,13.00,58.29,50.24,62.56,0.11,0.12,14.00,61.14,55.45,66.35,0.20,0.12,14.00,62.02,56.25,65.87,0.20,0.12,14.00,60.95,55.24,64.76,0.16,0.12,13.00,60.95,55.71,64.29,0.06,0.11,13.00,56.67,52.38,62.38,0.05,0.12,13.00,57.14,50.48,61.90,0.05,0.13,13.00,58.10,49.52,62.38,0.18,0.14,12.00,59.52,53.33,63.81,0.04,0.15,12.00,56.67,48.10,61.43,0.15,0.15,11.00,59.91,51.42,65.09
Haiti,HTI,-1.17,0.32,3.00,9.14,0.00,31.18,-1.17,0.31,3.00,9.09,0.00,32.62,-1.20,0.33,3.00,7.45,0.00,32.45,-1.51,0.26,4.00,0.00,0.00,9.52,-1.58,0.22,6.00,0.00,0.00,5.82,-1.46,0.24,6.00,2.46,0.00,13.79,-1.39,0.21,7.00,3.41,0.00,15.61,-1.33,0.19,10.00,6.34,0.49,17.07,-1.29,0.19,10.00,6.31,0.97,18.45,-1.22,0.19,10.00,6.31,1.46,18.45,-1.10,0.18,11.00,12.92,2.87,21.53,-1.19,0.17,11.00,10.00,0.95,19.05,-1.24,0.16,12.00,6.16,0.95,17.54,-1.24,0.15,12.00,9.00,0.47,17.06,-1.14,0.16,12.00,11.85,2.84,21.33,-1.24,0.15,11.00,8.65,2.88,15.38,-1.26,0.15,11.00,10.00,2.86,14.76,-1.35,0.16,10.00,7.62,0.95,12.38,-1.26,0.14,11.00,10.00,4.29,14.29,-1.29,0.14,10.00,9.52,3.33,13.33,-1.35,0.15,10.00,8.57,1.90,12.38,-1.35,0.16,8.00,7.62,1.90,14.76,-1.44,0.16,9.00,5.24,0.95,11.90,-1.46,0.16,9.00,5.19,0.94,11.32
Hungary,HUN,0.67,0.21,6.00,74.19,63.44,81.18,0.73,0.17,7.00,75.40,67.38,81.28,0.72,0.17,8.00,75.53,68.09,82.45,0.57,0.15,8.00,73.02,66.14,77.78,0.64,0.15,9.00,74.07,69.31,79.37,0.67,0.15,9.00,73.89,69.46,81.28,0.63,0.14,9.00,72.20,67.32,78.54,0.63,0.14,11.00,73.17,70.24,77.56,0.60,0.14,11.00,73.30,69.90,76.70,0.43,0.13,13.00,69.90,62.62,73.79,0.40,0.13,13.00,69.38,63.16,72.73,0.30,0.12,14.00,65.71,61.43,71.43,0.33,0.12,14.00,67.77,61.61,71.09,0.30,0.12,15.00,65.40,60.19,69.67,0.29,0.12,14.00,64.93,60.66,69.67,0.16,0.12,14.00,61.06,54.81,64.90,0.12,0.12,14.00,60.00,54.29,63.81,0.07,0.12,13.00,58.57,53.33,61.90,0.09,0.11,13.00,57.62,53.33,62.86,0.06,0.12,13.00,58.10,50.95,61.90,0.03,0.13,13.00,57.62,49.05,62.38,0.07,0.14,12.00,58.10,48.10,61.90,0.01,0.15,12.00,55.24,48.10,61.43,-0.10,0.14,12.00,51.42,43.40,58.96
Indonesia,IDN,-0.86,0.19,7.00,22.04,8.60,34.41,-1.16,0.17,7.00,10.70,0.00,25.67,-0.91,0.17,7.00,21.81,8.51,34.04,-1.14,0.16,7.00,8.47,1.59,23.28,-0.98,0.15,9.00,15.34,5.82,29.10,-0.98,0.14,11.00,17.73,9.85,26.60,-0.91,0.14,12.00,18.54,13.17,29.76,-0.86,0.13,15.00,20.49,14.15,31.22,-0.63,0.14,15.00,31.07,19.42,41.26,-0.64,0.14,14.00,32.52,19.42,40.78,-0.89,0.14,14.00,20.57,11.96,28.71,-0.80,0.14,14.00,21.90,16.19,32.86,-0.76,0.14,15.00,23.70,17.54,36.49,-0.69,0.13,15.00,28.44,18.96,38.86,-0.66,0.13,14.00,29.38,21.33,39.81,-0.60,0.13,13.00,32.21,23.56,42.79,-0.52,0.13,13.00,36.67,25.71,46.67,-0.46,0.13,13.00,38.10,28.10,47.62,-0.30,0.12,13.00,45.24,38.57,53.33,-0.30,0.13,13.00,44.29,35.71,53.81,-0.47,0.13,13.00,35.24,26.67,47.14,-0.45,0.14,12.00,36.67,27.14,45.71,-0.45,0.15,12.00,36.67,27.62,48.10,-0.43,0.15,12.00,37.74,26.42,48.11
India,IND,-0.38,0.19,7.00,43.01,29.57,53.76,-0.26,0.17,7.00,49.73,35.83,54.55,-0.40,0.17,7.00,43.62,32.45,52.66,-0.56,0.16,7.00,36.51,25.40,46.03,-0.46,0.15,8.00,40.74,29.63,50.79,-0.45,0.14,10.00,37.93,29.06,49.75,-0.36,0.14,11.00,44.88,34.15,52.20,-0.27,0.13,14.00,47.32,37.56,55.12,-0.40,0.14,14.00,41.26,31.55,52.43,-0.34,0.14,14.00,43.69,33.98,53.40,-0.45,0.13,14.00,39.23,28.23,49.76,-0.46,0.13,14.00,39.05,28.10,50.95,-0.54,0.14,15.00,35.55,23.22,47.87,-0.51,0.13,15.00,36.49,27.49,46.92,-0.52,0.13,14.00,36.97,26.54,46.92,-0.46,0.13,13.00,39.90,29.81,50.00,-0.41,0.13,13.00,42.86,30.95,51.43,-0.34,0.13,13.00,43.81,33.81,53.33,-0.29,0.12,13.00,45.71,39.05,53.33,-0.23,0.13,13.00,47.62,39.52,55.71,-0.30,0.13,13.00,44.76,33.81,52.86,-0.29,0.14,12.00,45.24,32.86,52.86,-0.32,0.15,12.00,45.24,31.90,50.48,-0.32,0.15,12.00,44.34,32.55,51.89
Ireland,IRL,1.71,0.21,6.00,91.94,88.71,96.24,1.55,0.19,6.00,91.44,84.49,93.05,1.38,0.20,6.00,89.89,82.98,92.02,1.37,0.18,6.00,88.89,82.54,91.01,1.41,0.18,6.00,90.48,82.54,92.06,1.27,0.17,7.00,87.19,82.76,91.63,1.58,0.17,7.00,92.20,88.29,93.17,1.70,0.16,9.00,92.20,91.22,95.61,1.74,0.17,9.00,93.20,91.75,96.12,1.74,0.16,9.00,92.72,91.75,95.63,1.75,0.17,9.00,93.78,90.91,95.22,1.68,0.17,9.00,92.86,88.57,94.76,1.56,0.17,10.00,91.94,87.20,93.84,1.46,0.16,10.00,90.05,83.41,92.89,1.65,0.15,10.00,92.42,89.10,95.26,1.69,0.14,9.00,92.79,90.38,95.19,1.67,0.14,9.00,92.38,89.52,95.71,1.65,0.15,9.00,92.38,90.00,94.76,1.53,0.13,9.00,91.43,88.10,92.38,1.53,0.15,9.00,90.48,88.10,92.38,1.46,0.16,9.00,90.00,88.10,92.38,1.54,0.17,9.00,91.43,85.71,94.76,1.62,0.16,10.00,92.86,89.05,96.19,1.67,0.16,10.00,93.87,89.15,96.70
